State,County,Income
Missouri,Scotland,"46,979"
Missouri,Scott,"48,843"
Missouri,Shannon,"40,938"
Missouri,Shelby,"49,063"
Missouri,Stoddard,"46,210"
Missouri,Stone,"46,590"
Missouri,Sullivan,"45,592"
Missouri,Taney,"43,685"
Missouri,Texas,"36,586"
Missouri,Vernon,"42,344"
Missouri,Warren,"49,910"
Missouri,Washington,"37,285"
Missouri,Wayne,"41,702"
Missouri,Webster,"41,029"
Missouri,Worth,"41,890"
Missouri,Wright,"38,509"
Missouri,St. Louis City,"53,965"
Montana,Beaverhead,"55,636"
Montana,Big Horn,"36,109"
Montana,Blaine,"32,815"
Montana,Broadwater,"49,643"
Montana,Carbon,"64,523"
Montana,Carter,"37,769"
Montana,Cascade,"54,549"
Montana,Chouteau,"40,361"
Montana,Custer,"49,846"
Montana,Daniels,"54,875"
Montana,Dawson,"47,756"
Montana,Deer Lodge,"46,892"
Montana,Fallon,"49,496"
Montana,Fergus,"47,976"
Montana,Flathead,"61,389"
Montana,Gallatin,"75,990"
Montana,Garfield,"33,883"
Montana,Glacier,"40,962"
Montana,Golden Valley,"51,303"
Montana,Granite,"55,859"
Montana,Hill,"50,097"
Montana,Jefferson,"58,739"
Montana,Judith Basin,"45,304"
Montana,Lake,"46,617"
Montana,Lewis and Clark,"58,278"
Montana,Liberty,"54,887"
Montana,Lincoln,"44,670"
Montana,McCone,"48,025"
Montana,Madison,"66,830"
Montana,Meagher,"45,957"
Montana,Mineral,"45,474"
Montana,Missoula,"61,813"
Montana,Musselshell,"48,624"
Montana,Park,"59,297"
Montana,Petroleum,"26,529"
Montana,Phillips,"42,371"
Montana,Pondera,"53,094"
Montana,Powder River,"37,015"
Montana,Powell,"48,000"
Montana,Prairie,"48,134"
Montana,Ravalli,"57,933"
Montana,Richland,"61,094"
Montana,Roosevelt,"41,762"
Montana,Rosebud,"52,971"
Montana,Sanders,"44,417"
Montana,Sheridan,"52,319"
Montana,Silver Bow,"54,695"
Montana,Stillwater,"65,637"
Montana,Sweet Grass,"56,172"
Montana,Teton,"51,937"
Montana,Toole,"50,773"
Montana,Treasure,"44,079"
Montana,Valley,"56,153"
Montana,Wheatland,"43,032"
Montana,Wibaux,"45,971"
Montana,Yellowstone,"61,444"
Nebraska,Adams,"59,143"
Nebraska,Antelope,"76,135"
Nebraska,Arthur,"52,002"
Nebraska,Banner,"65,537"
Nebraska,Blaine,"58,297"
Nebraska,Boone,"75,278"
Nebraska,Box Butte,"56,881"
Nebraska,Boyd,"77,058"
Nebraska,Brown,"66,787"
Nebraska,Buffalo,"63,090"
Nebraska,Burt,"58,751"
Nebraska,Butler,"61,699"
Nebraska,Cass,"63,038"
Nebraska,Cedar,"68,427"
Nebraska,Chase,"74,217"
Nebraska,Cherry,"57,482"
Nebraska,Cheyenne,"49,965"
Nebraska,Clay,"67,098"
Nebraska,Colfax,"57,045"
Nebraska,Cuming,"77,890"
Nebraska,Custer,"61,861"
Nebraska,Dakota,"49,692"
Nebraska,Dawes,"48,428"
Nebraska,Dawson,"52,255"
Nebraska,Deuel,"46,581"
Nebraska,Dixon,"57,392"
Nebraska,Dodge,"56,967"
Nebraska,Douglas,"69,494"
Nebraska,Dundy,"90,133"
Nebraska,Fillmore,"70,246"
Nebraska,Franklin,"65,997"
Nebraska,Frontier,"57,034"
Nebraska,Furnas,"62,426"
Nebraska,Gage,"60,506"
Nebraska,Garden,"54,767"
Nebraska,Garfield,"51,279"
Nebraska,Gosper,"68,870"
Nebraska,Grant,"54,695"
Nebraska,Greeley,"69,429"
Nebraska,Hall,"53,097"
Nebraska,Hamilton,"67,986"
Nebraska,Harlan,"66,766"
Nebraska,Hayes,"90,000"
Nebraska,Hitchcock,"60,120"
Nebraska,Holt,"68,581"
Nebraska,Hooker,"44,294"
Nebraska,Howard,"57,793"
Nebraska,Jefferson,"58,782"
Nebraska,Johnson,"44,011"
Nebraska,Kearney,"72,466"
Nebraska,Keith,"54,034"
Nebraska,Keya Paha,"59,846"
Nebraska,Kimball,"53,129"
Nebraska,Knox,"58,946"
Nebraska,Lancaster,"59,148"
Nebraska,Lincoln,"61,767"
Nebraska,Logan,"55,168"
Nebraska,Loup,"65,232"
Nebraska,McPherson,"59,652"
Nebraska,Madison,"60,940"
Nebraska,Merrick,"57,699"
Nebraska,Morrill,"69,598"
Nebraska,Nance,"54,811"
Nebraska,Nemaha,"58,656"
Nebraska,Nuckolls,"69,251"
Nebraska,Otoe,"59,324"
Nebraska,Pawnee,"60,006"
Nebraska,Perkins,"90,733"
Nebraska,Phelps,"66,650"
Nebraska,Pierce,"74,110"
Nebraska,Platte,"57,063"
Nebraska,Polk,"68,331"
Nebraska,Red Willow,"55,324"
Nebraska,Richardson,"61,220"
Nebraska,Rock,"78,263"
Nebraska,Saline,"53,826"
Nebraska,Sarpy,"59,912"
Nebraska,Saunders,"64,918"
Nebraska,Scotts Bluff,"52,336"
Nebraska,Seward,"59,935"
Nebraska,Sheridan,"63,546"
Nebraska,Sherman,"60,558"
Nebraska,Sioux,"71,425"
Nebraska,Stanton,"60,387"
Nebraska,Thayer,"69,458"
Nebraska,Thomas,"60,478"
Nebraska,Thurston,"57,308"
Nebraska,Valley,"63,629"
Nebraska,Washington,"67,469"
Nebraska,Wayne,"52,428"
Nebraska,Webster,"58,623"
Nebraska,Wheeler,"67,539"
Nebraska,York,"61,031"
Nevada,Churchill,"55,338"
Nevada,Clark,"58,388"
Nevada,Douglas,"95,082"
Nevada,Elko,"53,482"
Nevada,Esmeralda,"64,078"
Nevada,Eureka,"48,166"
Nevada,Humboldt,"54,126"
Nevada,Lander,"73,534"
Nevada,Lincoln,"51,286"
Nevada,Lyon,"46,646"
Nevada,Mineral,"48,400"
Nevada,Nye,"42,898"
Nevada,Pershing,"41,568"
Nevada,Storey,"77,324"
Nevada,Washoe,"75,348"
Nevada,White Pine,"58,546"
Nevada,Carson City,"59,579"
New Hampshire,Belknap,"71,217"
New Hampshire,Carroll,"70,166"
New Hampshire,Cheshire,"65,196"
New Hampshire,Coos,"52,797"
New Hampshire,Grafton,"74,404"
New Hampshire,Hillsborough,"69,833"
New Hampshire,Merrimack,"67,185"
New Hampshire,Rockingham,"87,347"
New Hampshire,Strafford,"60,558"
New Hampshire,Sullivan,"63,657"
New Jersey,Atlantic,"57,351"
New Jersey,Bergen,"94,654"
New Jersey,Burlington,"69,619"
New Jersey,Camden,"61,023"
New Jersey,Cape May,"73,458"
New Jersey,Cumberland,"48,073"
New Jersey,Essex,"74,873"
New Jersey,Gloucester,"62,338"
New Jersey,Hudson,"72,709"
New Jersey,Hunterdon,"98,146"
New Jersey,Mercer,"77,984"
New Jersey,Middlesex,"69,931"
New Jersey,Monmouth,"91,247"
New Jersey,Morris,"107,660"
New Jersey,Ocean,"59,386"
New Jersey,Passaic,"57,951"
New Jersey,Salem,"55,067"
New Jersey,Somerset,"106,848"
New Jersey,Sussex,"70,291"
New Jersey,Union,"75,285"
New Jersey,Warren,"61,960"
New Mexico,Bernalillo,"54,551"
New Mexico,Catron,"38,929"
New Mexico,Chaves,"46,647"
New Mexico,Cibola,"33,845"
New Mexico,Colfax,"49,012"
New Mexico,Curry,"51,328"
New Mexico,De Baca,"54,008"
New Mexico,Doña Ana,"45,649"
New Mexico,Eddy,"64,865"
New Mexico,Grant,"48,772"
New Mexico,Guadalupe,"43,708"
New Mexico,Harding,"44,223"
New Mexico,Hidalgo,"50,254"
New Mexico,Lea,"47,708"
New Mexico,Lincoln,"49,885"
New Mexico,Los Alamos,"82,828"
New Mexico,Luna,"38,804"
New Mexico,McKinley,"35,211"
New Mexico,Mora,"50,333"
New Mexico,Otero,"41,977"
New Mexico,Quay,"44,473"
New Mexico,Rio Arriba,"42,707"
New Mexico,Roosevelt,"46,503"
New Mexico,Sandoval,"51,906"
New Mexico,San Juan,"43,031"
New Mexico,San Miguel,"44,445"
New Mexico,Santa Fe,"72,940"
New Mexico,Sierra,"48,941"
New Mexico,Socorro,"42,672"
New Mexico,Taos,"46,351"
New Mexico,Torrance,"42,304"
New Mexico,Union,"42,022"
New Mexico,Valencia,"43,379"
New York,Albany,"73,409"
New York,Allegany,"42,166"
New York,Bronx,"44,020"
New York,Broome,"50,152"
New York,Cattaraugus,"46,428"
New York,Cayuga,"51,789"
New York,Chautauqua,"47,436"
New York,Chemung,"51,797"
New York,Chenango,"49,953"
New York,Clinton,"50,930"
New York,Columbia,"68,369"
New York,Cortland,"48,307"
New York,Delaware,"47,173"
New York,Dutchess,"67,260"
New York,Erie,"57,900"
New York,Essex,"54,768"
New York,Franklin,"49,293"
New York,Fulton,"50,683"
New York,Genesee,"50,043"
New York,Greene,"56,454"
New York,Hamilton,"55,925"
New York,Herkimer,"50,839"
New York,Jefferson,"52,354"
New York,Kings,"62,001"
New York,Lewis,"53,785"
New York,Livingston,"50,433"
New York,Madison,"55,903"
New York,Monroe,"59,883"
New York,Montgomery,"47,853"
New York,Nassau,"97,155"
New York,New York,"193,617"
New York,Niagara,"52,103"
New York,Oneida,"52,571"
New York,Onondaga,"60,952"
New York,Ontario,"61,937"
New York,Orange,"57,555"
New York,Orleans,"46,544"
New York,Oswego,"47,944"
New York,Otsego,"51,035"
New York,Putnam,"78,363"
New York,Queens,"56,313"
New York,Rensselaer,"56,271"
New York,Richmond,"62,959"
New York,Rockland,"67,108"
New York,St. Lawrence,"45,294"
New York,Saratoga,"74,404"
New York,Schenectady,"57,088"
New York,Schoharie,"50,187"
New York,Schuyler,"49,639"
New York,Seneca,"46,848"
New York,Steuben,"54,359"
New York,Suffolk,"82,301"
New York,Sullivan,"53,931"
New York,Tioga,"51,782"
New York,Tompkins,"50,527"
New York,Ulster,"61,224"
New York,Warren,"61,193"
New York,Washington,"48,371"
New York,Wayne,"54,281"
New York,Westchester,"119,841"
New York,Wyoming,"50,025"
New York,Yates,"49,106"
North Carolina,Alamance,"48,218"
North Carolina,Alexander,"46,049"
North Carolina,Alleghany,"44,417"
North Carolina,Anson,"47,342"
North Carolina,Ashe,"44,051"
North Carolina,Avery,"44,675"
North Carolina,Beaufort,"54,638"
North Carolina,Bertie,"48,666"
North Carolina,Bladen,"48,614"
North Carolina,Brunswick,"57,611"
North Carolina,Buncombe,"58,883"
North Carolina,Burke,"44,126"
North Carolina,Cabarrus,"52,883"
North Carolina,Caldwell,"44,196"
North Carolina,Camden,"55,169"
North Carolina,Carteret,"62,138"
North Carolina,Caswell,"41,671"
North Carolina,Catawba,"53,670"
North Carolina,Chatham,"76,790"
North Carolina,Cherokee,"39,646"
North Carolina,Chowan,"50,638"
North Carolina,Clay,"43,764"
North Carolina,Cleveland,"44,548"
North Carolina,Columbus,"44,261"
North Carolina,Craven,"53,991"
North Carolina,Cumberland,"46,001"
North Carolina,Currituck,"57,334"
North Carolina,Dare,"72,122"
North Carolina,Davidson,"48,005"
North Carolina,Davie,"58,880"
North Carolina,Duplin,"52,536"
North Carolina,Durham,"57,849"
North Carolina,Edgecombe,"44,090"
North Carolina,Forsyth,"56,273"
North Carolina,Franklin,"45,785"
North Carolina,Gaston,"48,748"
North Carolina,Gates,"49,434"
North Carolina,Graham,"42,625"
North Carolina,Granville,"46,151"
North Carolina,Greene,"39,616"
North Carolina,Guilford,"54,117"
North Carolina,Halifax,"44,549"
North Carolina,Harnett,"44,164"
North Carolina,Haywood,"49,360"
North Carolina,Henderson,"53,379"
North Carolina,Hertford,"42,073"
North Carolina,Hoke,"41,494"
North Carolina,Hyde,"49,971"
North Carolina,Iredell,"61,688"
North Carolina,Jackson,"44,040"
North Carolina,Johnston,"48,440"
North Carolina,Jones,"50,285"
North Carolina,Lee,"49,392"
North Carolina,Lenoir,"49,888"
North Carolina,Lincoln,"56,061"
North Carolina,McDowell,"43,666"
North Carolina,Macon,"47,209"
North Carolina,Madison,"43,326"
North Carolina,Martin,"43,236"
North Carolina,Mecklenburg,"73,908"
North Carolina,Mitchell,"43,700"
North Carolina,Montgomery,"45,816"
North Carolina,Moore,"61,193"
North Carolina,Nash,"49,903"
North Carolina,New Hanover,"59,914"
North Carolina,Northampton,"47,581"
North Carolina,Onslow,"51,490"
North Carolina,Orange,"75,349"
North Carolina,Pamlico,"52,383"
North Carolina,Pasquotank,"47,094"
North Carolina,Pender,"49,607"
North Carolina,Perquimans,"52,814"
North Carolina,Person,"45,717"
North Carolina,Pitt,"52,716"
North Carolina,Polk,"58,680"
North Carolina,Randolph,"46,031"
North Carolina,Richmond,"44,864"
North Carolina,Robeson,"41,618"
North Carolina,Rockingham,"45,428"
North Carolina,Rowan,"46,221"
North Carolina,Rutherford,"42,065"
North Carolina,Sampson,"46,657"
North Carolina,Scotland,"41,005"
North Carolina,Stanly,"47,273"
North Carolina,Stokes,"46,442"
North Carolina,Surry,"48,060"
North Carolina,Swain,"50,318"
North Carolina,Transylvania,"53,026"
North Carolina,Tyrrell,"47,208"
North Carolina,Union,"64,278"
North Carolina,Vance,"43,909"
North Carolina,Wake,"73,800"
North Carolina,Warren,"38,664"
North Carolina,Washington,"46,449"
North Carolina,Watauga,"46,432"
North Carolina,Wayne,"49,132"
North Carolina,Wilkes,"45,732"
North Carolina,Wilson,"48,558"
North Carolina,Yadkin,"46,694"
North Carolina,Yancey,"41,798"
North Dakota,Adams,"57,266"
North Dakota,Barnes,"66,764"
North Dakota,Benson,"56,756"
North Dakota,Billings,"86,789"
North Dakota,Bottineau,"71,537"
North Dakota,Bowman,"75,237"
North Dakota,Burke,"72,620"
North Dakota,Burleigh,"69,512"
North Dakota,Cass,"67,112"
North Dakota,Cavalier,"89,451"
North Dakota,Dickey,"77,706"
North Dakota,Divide,"62,480"
North Dakota,Dunn,"90,817"
North Dakota,Eddy,"73,202"
North Dakota,Emmons,"76,109"
North Dakota,Foster,"77,624"
North Dakota,Golden Valley,"54,925"
North Dakota,Grand Forks,"58,847"
North Dakota,Grant,"60,309"
North Dakota,Griggs,"74,434"
North Dakota,Hettinger,"58,291"
North Dakota,Kidder,"76,495"
North Dakota,LaMoure,"75,618"
North Dakota,Logan,"69,006"
North Dakota,McHenry,"74,314"
North Dakota,McIntosh,"82,395"
North Dakota,McKenzie,"73,100"
North Dakota,McLean,"78,732"
North Dakota,Mercer,"66,610"
North Dakota,Morton,"60,396"
North Dakota,Mountrail,"73,150"
North Dakota,Nelson,"69,892"
North Dakota,Oliver,"63,168"
North Dakota,Pembina,"79,048"
North Dakota,Pierce,"67,932"
North Dakota,Ramsey,"60,315"
North Dakota,Ransom,"66,596"
North Dakota,Renville,"77,149"
North Dakota,Richland,"62,435"
North Dakota,Rolette,"53,057"
North Dakota,Sargent,"82,428"
North Dakota,Sheridan,"79,425"
North Dakota,Sioux,"37,343"
North Dakota,Slope,"68,663"
North Dakota,Stark,"63,187"
North Dakota,Steele,"85,981"
North Dakota,Stutsman,"61,786"
North Dakota,Towner,"75,292"
North Dakota,Traill,"66,588"
North Dakota,Walsh,"66,545"
North Dakota,Ward,"59,994"
North Dakota,Wells,"81,598"
North Dakota,Williams,"64,464"
Ohio,Adams,"44,026"
Ohio,Allen,"49,896"
Ohio,Ashland,"47,250"
Ohio,Ashtabula,"46,306"
Ohio,Athens,"42,449"
Ohio,Auglaize,"55,346"
Ohio,Belmont,"46,362"
Ohio,Brown,"46,272"
Ohio,Butler,"55,095"
Ohio,Carroll,"47,550"
Ohio,Champaign,"49,260"
Ohio,Clark,"47,344"
Ohio,Clermont,"61,961"
Ohio,Clinton,"50,106"
Ohio,Columbiana,"45,061"
Ohio,Coshocton,"42,623"
Ohio,Crawford,"47,453"
Ohio,Cuyahoga,"62,296"
Ohio,Darke,"52,191"
Ohio,Defiance,"47,593"
Ohio,Delaware,"85,075"
Ohio,Erie,"56,803"
Ohio,Fairfield,"54,653"
Ohio,Fayette,"47,680"
Ohio,Franklin,"59,391"
Ohio,Fulton,"52,939"
Ohio,Gallia,"45,960"
Ohio,Geauga,"79,771"
Ohio,Greene,"59,860"
Ohio,Guernsey,"48,144"
Ohio,Hamilton,"69,556"
Ohio,Hancock,"56,429"
Ohio,Hardin,"40,431"
Ohio,Harrison,"45,862"
Ohio,Henry,"52,631"
Ohio,Highland,"44,521"
Ohio,Hocking,"45,611"
Ohio,Holmes,"54,188"
Ohio,Huron,"48,045"
Ohio,Jackson,"41,896"
Ohio,Jefferson,"45,775"
Ohio,Knox,"51,120"
Ohio,Lake,"58,839"
Ohio,Lawrence,"46,958"
Ohio,Licking,"55,252"
Ohio,Logan,"48,897"
Ohio,Lorain,"54,687"
Ohio,Lucas,"53,287"
Ohio,Madison,"50,802"
Ohio,Mahoning,"51,229"
Ohio,Marion,"42,753"
Ohio,Medina,"64,011"
Ohio,Meigs,"42,730"
Ohio,Mercer,"59,739"
Ohio,Miami,"55,632"
Ohio,Monroe,"43,391"
Ohio,Montgomery,"54,574"
Ohio,Morgan,"43,383"
Ohio,Morrow,"48,606"
Ohio,Muskingum,"49,176"
Ohio,Noble,"31,971"
Ohio,Ottawa,"61,874"
Ohio,Paulding,"48,561"
Ohio,Perry,"46,322"
Ohio,Pickaway,"50,919"
Ohio,Pike,"45,951"
Ohio,Portage,"53,508"
Ohio,Preble,"48,922"
Ohio,Putnam,"58,913"
Ohio,Richland,"45,205"
Ohio,Ross,"45,276"
Ohio,Sandusky,"48,885"
Ohio,Scioto,"45,959"
Ohio,Seneca,"47,926"
Ohio,Shelby,"52,067"
Ohio,Stark,"53,027"
Ohio,Summit,"61,057"
Ohio,Trumbull,"45,780"
Ohio,Tuscarawas,"50,621"
Ohio,Union,"66,880"
Ohio,Van Wert,"49,958"
Ohio,Vinton,"40,853"
Ohio,Warren,"70,482"
Ohio,Washington,"50,345"
Ohio,Wayne,"53,125"
Ohio,Williams,"48,791"
Ohio,Wood,"55,314"
Ohio,Wyandot,"54,769"
Oklahoma,Adair,"40,275"
Oklahoma,Alfalfa,"45,533"
Oklahoma,Atoka,"36,277"
Oklahoma,Beaver,"68,300"
Oklahoma,Beckham,"39,517"
Oklahoma,Blaine,"51,333"
Oklahoma,Bryan,"44,736"
Oklahoma,Caddo,"45,515"
Oklahoma,Canadian,"52,397"
Oklahoma,Carter,"50,134"
Oklahoma,Cherokee,"41,871"
Oklahoma,Choctaw,"41,068"
Oklahoma,Cimarron,"71,759"
Oklahoma,Cleveland,"51,166"
Oklahoma,Coal,"43,400"
Oklahoma,Comanche,"48,279"
Oklahoma,Cotton,"50,941"
Oklahoma,Craig,"43,402"
Oklahoma,Creek,"48,316"
Oklahoma,Custer,"47,447"
Oklahoma,Delaware,"42,227"
Oklahoma,Dewey,"49,183"
Oklahoma,Ellis,"58,132"
Oklahoma,Garfield,"49,013"
Oklahoma,Garvin,"49,826"
Oklahoma,Grady,"48,189"
Oklahoma,Grant,"58,958"
Oklahoma,Greer,"35,233"
Oklahoma,Harmon,"50,094"
Oklahoma,Harper,"60,361"
Oklahoma,Haskell,"42,905"
Oklahoma,Hughes,"49,198"
Oklahoma,Jackson,"49,245"
Oklahoma,Jefferson,"40,166"
Oklahoma,Johnston,"44,844"
Oklahoma,Kay,"48,760"
Oklahoma,Kingfisher,"70,770"
Oklahoma,Kiowa,"45,629"
Oklahoma,Latimer,"39,758"
Oklahoma,Le Flore,"40,215"
Oklahoma,Lincoln,"46,021"
Oklahoma,Logan,"48,345"
Oklahoma,Love,"43,816"
Oklahoma,McClain,"53,986"
Oklahoma,McCurtain,"43,249"
Oklahoma,McIntosh,"42,846"
Oklahoma,Major,"48,584"
Oklahoma,Marshall,"44,512"
Oklahoma,Mayes,"45,371"
Oklahoma,Murray,"49,163"
Oklahoma,Muskogee,"44,821"
Oklahoma,Noble,"50,424"
Oklahoma,Nowata,"44,261"
Oklahoma,Okfuskee,"38,380"
Oklahoma,Oklahoma,"65,617"
Oklahoma,Okmulgee,"42,620"
Oklahoma,Osage,"44,067"
Oklahoma,Ottawa,"46,630"
Oklahoma,Pawnee,"43,340"
Oklahoma,Payne,"45,036"
Oklahoma,Pittsburg,"42,848"
Oklahoma,Pontotoc,"52,269"
Oklahoma,Pottawatomie,"49,898"
Oklahoma,Pushmataha,"40,578"
Oklahoma,Roger Mills,"49,548"
Oklahoma,Rogers,"52,873"
Oklahoma,Seminole,"42,336"
Oklahoma,Sequoyah,"43,237"
Oklahoma,Stephens,"48,378"
Oklahoma,Texas,"61,867"
Oklahoma,Tillman,"40,917"
Oklahoma,Tulsa,"67,314"
Oklahoma,Wagoner,"49,178"
Oklahoma,Washington,"83,921"
Oklahoma,Washita,"41,297"
Oklahoma,Woods,"49,285"
Oklahoma,Woodward,"42,308"
Oregon,Baker,"48,153"
Oregon,Benton,"54,622"
Oregon,Clackamas,"71,666"
Oregon,Clatsop,"54,109"
Oregon,Columbia,"53,365"
Oregon,Coos,"54,462"
Oregon,Crook,"51,877"
Oregon,Curry,"52,039"
Oregon,Deschutes,"70,161"
Oregon,Douglas,"50,343"
Oregon,Gilliam,"63,173"
Oregon,Grant,"50,829"
Oregon,Harney,"49,214"
Oregon,Hood River,"65,658"
Oregon,Jackson,"56,928"
Oregon,Jefferson,"43,768"
Oregon,Josephine,"51,979"
Oregon,Klamath,"47,364"
Oregon,Lake,"47,456"
Oregon,Lane,"55,942"
Oregon,Lincoln,"53,680"
Oregon,Linn,"51,999"
Oregon,Malheur,"38,168"
Oregon,Marion,"53,768"
Oregon,Morrow,"51,624"
Oregon,Multnomah,"69,829"
Oregon,Polk,"49,620"
Oregon,Sherman,"62,413"
Oregon,Tillamook,"54,306"
Oregon,Umatilla,"48,257"
Oregon,Union,"48,736"
Oregon,Wallowa,"52,995"
Oregon,Wasco,"52,440"
Oregon,Washington,"71,530"
Oregon,Wheeler,"41,160"
Oregon,Yamhill,"55,923"
Pennsylvania,Adams,"55,818"
Pennsylvania,Allegheny,"70,137"
Pennsylvania,Armstrong,"53,745"
Pennsylvania,Beaver,"55,306"
Pennsylvania,Bedford,"49,928"
Pennsylvania,Berks,"58,311"
Pennsylvania,Blair,"55,162"
Pennsylvania,Bradford,"48,065"
Pennsylvania,Bucks,"84,470"
Pennsylvania,Butler,"68,368"
Pennsylvania,Cambria,"48,961"
Pennsylvania,Cameron,"51,780"
Pennsylvania,Carbon,"60,293"
Pennsylvania,Centre,"55,107"
Pennsylvania,Chester,"97,652"
Pennsylvania,Clarion,"47,622"
Pennsylvania,Clearfield,"53,767"
Pennsylvania,Clinton,"46,713"
Pennsylvania,Columbia,"50,403"
Pennsylvania,Crawford,"48,478"
Pennsylvania,Cumberland,"64,472"
Pennsylvania,Dauphin,"58,362"
Pennsylvania,Delaware,"76,589"
Pennsylvania,Elk,"50,850"
Pennsylvania,Erie,"52,048"
Pennsylvania,Fayette,"49,601"
Pennsylvania,Forest,"28,672"
Pennsylvania,Franklin,"55,125"
Pennsylvania,Fulton,"49,404"
Pennsylvania,Greene,"49,233"
Pennsylvania,Huntingdon,"45,915"
Pennsylvania,Indiana,"46,832"
Pennsylvania,Jefferson,"48,436"
Pennsylvania,Juniata,"56,770"
Pennsylvania,Lackawanna,"54,823"
Pennsylvania,Lancaster,"61,775"
Pennsylvania,Lawrence,"51,655"
Pennsylvania,Lebanon,"55,937"
Pennsylvania,Lehigh,"62,366"
Pennsylvania,Luzerne,"51,638"
Pennsylvania,Lycoming,"50,730"
Pennsylvania,McKean,"49,211"
Pennsylvania,Mercer,"48,579"
Pennsylvania,Mifflin,"46,297"
Pennsylvania,Monroe,"51,931"
Pennsylvania,Montgomery,"90,513"
Pennsylvania,Montour,"64,648"
Pennsylvania,Northampton,"62,610"
Pennsylvania,Northumberland,"48,053"
Pennsylvania,Perry,"54,562"
Pennsylvania,Philadelphia,"57,731"
Pennsylvania,Pike,"55,706"
Pennsylvania,Potter,"50,979"
Pennsylvania,Schuylkill,"49,312"
Pennsylvania,Snyder,"51,131"
Pennsylvania,Somerset,"48,880"
Pennsylvania,Sullivan,"55,929"
Pennsylvania,Susquehanna,"57,016"
Pennsylvania,Tioga,"46,432"
Pennsylvania,Union,"50,578"
Pennsylvania,Venango,"49,658"
Pennsylvania,Warren,"49,258"
Pennsylvania,Washington,"66,042"
Pennsylvania,Wayne,"53,475"
Pennsylvania,Westmoreland,"59,765"
Pennsylvania,Wyoming,"54,394"
Pennsylvania,York,"57,656"
Rhode Island,Bristol,"86,753"
Rhode Island,Kent,"66,746"
Rhode Island,Newport,"82,984"
Rhode Island,Providence,"55,384"
Rhode Island,Washington,"79,691"
South Carolina,Abbeville,"40,219"
South Carolina,Aiken,"51,458"
South Carolina,Allendale,"40,888"
