State,County,Income
South Carolina,Anderson,"47,164"
South Carolina,Bamberg,"40,052"
South Carolina,Barnwell,"40,096"
South Carolina,Beaufort,"70,506"
South Carolina,Berkeley,"49,582"
South Carolina,Calhoun,"50,139"
South Carolina,Charleston,"73,838"
South Carolina,Cherokee,"39,073"
South Carolina,Chester,"41,348"
South Carolina,Chesterfield,"39,243"
South Carolina,Clarendon,"45,667"
South Carolina,Colleton,"42,253"
South Carolina,Darlington,"46,986"
South Carolina,Dillon,"39,685"
South Carolina,Dorchester,"46,857"
South Carolina,Edgefield,"48,960"
South Carolina,Fairfield,"49,145"
South Carolina,Florence,"51,183"
South Carolina,Georgetown,"56,852"
South Carolina,Greenville,"55,755"
South Carolina,Greenwood,"43,953"
South Carolina,Hampton,"40,594"
South Carolina,Horry,"47,592"
South Carolina,Jasper,"42,070"
South Carolina,Kershaw,"51,601"
South Carolina,Lancaster,"53,048"
South Carolina,Laurens,"42,450"
South Carolina,Lee,"41,315"
South Carolina,Lexington,"55,915"
South Carolina,McCormick,"44,265"
South Carolina,Marion,"41,176"
South Carolina,Marlboro,"38,444"
South Carolina,Newberry,"46,911"
South Carolina,Oconee,"53,299"
South Carolina,Orangeburg,"42,145"
South Carolina,Pickens,"45,228"
South Carolina,Richland,"53,387"
South Carolina,Saluda,"43,990"
South Carolina,Spartanburg,"52,220"
South Carolina,Sumter,"46,605"
South Carolina,Union,"38,427"
South Carolina,Williamsburg,"39,668"
South Carolina,York,"56,774"
South Dakota,Aurora,"54,747"
South Dakota,Beadle,"56,759"
South Dakota,Bennett,"44,351"
South Dakota,Bon Homme,"47,770"
South Dakota,Brookings,"54,831"
South Dakota,Brown,"67,695"
South Dakota,Brule,"60,387"
South Dakota,Buffalo,"33,505"
South Dakota,Butte,"46,801"
South Dakota,Campbell,"82,295"
South Dakota,Charles Mix,"51,013"
South Dakota,Clark,"73,698"
South Dakota,Clay,"44,920"
South Dakota,Codington,"64,240"
South Dakota,Corson,"39,646"
South Dakota,Custer,"61,527"
South Dakota,Davison,"59,766"
South Dakota,Day,"67,018"
South Dakota,Deuel,"66,082"
South Dakota,Dewey,"54,997"
South Dakota,Douglas,"68,632"
South Dakota,Edmunds,"87,614"
South Dakota,Fall River,"53,899"
South Dakota,Faulk,"84,995"
South Dakota,Grant,"65,197"
South Dakota,Gregory,"57,815"
South Dakota,Haakon,"73,286"
South Dakota,Hamlin,"61,446"
South Dakota,Hand,"81,519"
South Dakota,Hanson,"74,030"
South Dakota,Harding,"57,502"
South Dakota,Hughes,"62,042"
South Dakota,Hutchinson,"64,844"
South Dakota,Hyde,"71,663"
South Dakota,Jackson,"40,827"
South Dakota,Jerauld,"65,770"
South Dakota,Jones,"84,385"
South Dakota,Kingsbury,"72,645"
South Dakota,Lake,"70,245"
South Dakota,Lawrence,"66,207"
South Dakota,Lincoln,"79,995"
South Dakota,Lyman,"54,459"
South Dakota,McCook,"67,588"
South Dakota,McPherson,"70,911"
South Dakota,Marshall,"71,189"
South Dakota,Meade,"52,087"
South Dakota,Mellette,"45,277"
South Dakota,Miner,"67,061"
South Dakota,Minnehaha,"69,839"
South Dakota,Moody,"66,348"
South Dakota,Oglala Lakota,"36,389"
South Dakota,Pennington,"66,694"
South Dakota,Perkins,"51,498"
South Dakota,Potter,"77,291"
South Dakota,Roberts,"50,263"
South Dakota,Sanborn,"59,390"
South Dakota,Spink,"81,013"
South Dakota,Stanley,"77,798"
South Dakota,Sully,"97,675"
South Dakota,Todd,"37,288"
South Dakota,Tripp,"61,145"
South Dakota,Turner,"65,085"
South Dakota,Union,"115,020"
South Dakota,Walworth,"61,497"
South Dakota,Yankton,"62,316"
South Dakota,Ziebach,"31,943"
Tennessee,Anderson,"51,064"
Tennessee,Bedford,"45,761"
Tennessee,Benton,"41,473"
Tennessee,Bledsoe,"34,055"
Tennessee,Blount,"52,513"
Tennessee,Bradley,"46,415"
Tennessee,Campbell,"42,248"
Tennessee,Cannon,"44,121"
Tennessee,Carroll,"41,212"
Tennessee,Carter,"40,624"
Tennessee,Cheatham,"53,463"
Tennessee,Chester,"40,924"
Tennessee,Claiborne,"41,767"
Tennessee,Clay,"39,096"
Tennessee,Cocke,"40,950"
Tennessee,Coffee,"46,640"
Tennessee,Crockett,"48,976"
Tennessee,Cumberland,"44,560"
Tennessee,Davidson,"81,145"
Tennessee,Decatur,"49,092"
Tennessee,DeKalb,"48,171"
Tennessee,Dickson,"50,306"
Tennessee,Dyer,"51,339"
Tennessee,Fayette,"71,259"
Tennessee,Fentress,"41,998"
Tennessee,Franklin,"46,207"
Tennessee,Gibson,"46,593"
Tennessee,Giles,"43,778"
Tennessee,Grainger,"42,480"
Tennessee,Greene,"42,233"
Tennessee,Grundy,"38,900"
Tennessee,Hamblen,"46,418"
Tennessee,Hamilton,"59,362"
Tennessee,Hancock,"33,214"
Tennessee,Hardeman,"36,175"
Tennessee,Hardin,"44,676"
Tennessee,Hawkins,"41,291"
Tennessee,Haywood,"40,537"
Tennessee,Henderson,"46,066"
Tennessee,Henry,"51,367"
Tennessee,Hickman,"42,155"
Tennessee,Houston,"39,183"
Tennessee,Humphreys,"44,149"
Tennessee,Jackson,"37,929"
Tennessee,Jefferson,"44,665"
Tennessee,Johnson,"38,619"
Tennessee,Knox,"62,028"
Tennessee,Lake,"32,861"
Tennessee,Lauderdale,"41,322"
Tennessee,Lawrence,"41,852"
Tennessee,Lewis,"41,660"
Tennessee,Lincoln,"48,689"
Tennessee,Loudon,"63,918"
Tennessee,McMinn,"43,378"
Tennessee,McNairy,"38,688"
Tennessee,Macon,"39,152"
Tennessee,Madison,"51,864"
Tennessee,Marion,"47,327"
Tennessee,Marshall,"47,337"
Tennessee,Maury,"51,733"
Tennessee,Meigs,"39,679"
Tennessee,Monroe,"42,035"
Tennessee,Montgomery,"49,203"
Tennessee,Moore,"47,524"
Tennessee,Morgan,"37,198"
Tennessee,Obion,"48,908"
Tennessee,Overton,"40,368"
Tennessee,Perry,"37,262"
Tennessee,Pickett,"41,894"
Tennessee,Polk,"39,928"
Tennessee,Putnam,"47,897"
Tennessee,Rhea,"43,419"
Tennessee,Roane,"49,794"
Tennessee,Robertson,"51,450"
Tennessee,Rutherford,"49,876"
Tennessee,Scott,"37,597"
Tennessee,Sequatchie,"45,420"
Tennessee,Sevier,"51,238"
Tennessee,Shelby,"58,844"
Tennessee,Smith,"47,245"
Tennessee,Stewart,"48,851"
Tennessee,Sullivan,"50,326"
Tennessee,Sumner,"59,811"
Tennessee,Tipton,"49,682"
Tennessee,Trousdale,"37,377"
Tennessee,Unicoi,"42,610"
Tennessee,Union,"40,895"
Tennessee,Van Buren,"36,458"
Tennessee,Warren,"42,017"
Tennessee,Washington,"52,468"
Tennessee,Wayne,"35,675"
Tennessee,Weakley,"45,338"
Tennessee,White,"41,579"
Tennessee,Williamson,"111,083"
Tennessee,Wilson,"62,361"
Texas,Anderson,"43,172"
Texas,Andrews,"51,683"
Texas,Angelina,"46,996"
Texas,Aransas,"62,258"
Texas,Archer,"60,443"
Texas,Armstrong,"59,930"
Texas,Atascosa,"46,328"
Texas,Austin,"60,773"
Texas,Bailey,"52,162"
Texas,Bandera,"58,537"
Texas,Bastrop,"43,681"
Texas,Baylor,"57,678"
Texas,Bee,"34,810"
Texas,Bell,"50,199"
Texas,Bexar,"52,141"
Texas,Blanco,"73,535"
Texas,Borden,"97,356"
Texas,Bosque,"51,979"
Texas,Bowie,"49,603"
Texas,Brazoria,"56,561"
Texas,Brazos,"46,708"
Texas,Brewster,"57,357"
Texas,Briscoe,"62,395"
Texas,Brooks,"42,697"
Texas,Brown,"46,510"
Texas,Burleson,"55,125"
Texas,Burnet,"63,580"
Texas,Caldwell,"40,204"
Texas,Calhoun,"64,039"
Texas,Callahan,"49,893"
Texas,Cameron,"38,001"
Texas,Camp,"48,478"
Texas,Carson,"56,869"
Texas,Cass,"46,496"
Texas,Castro,"84,491"
Texas,Chambers,"60,342"
Texas,Cherokee,"43,459"
Texas,Childress,"39,620"
Texas,Clay,"52,563"
Texas,Cochran,"56,713"
Texas,Coke,"50,657"
Texas,Coleman,"56,792"
Texas,Collin,"78,591"
Texas,Collingsworth,"54,313"
Texas,Colorado,"61,752"
Texas,Comal,"72,193"
Texas,Comanche,"50,164"
Texas,Concho,"38,290"
Texas,Cooke,"58,955"
Texas,Coryell,"37,621"
Texas,Cottle,"68,457"
Texas,Crane,"49,943"
Texas,Crockett,"60,362"
Texas,Crosby,"53,018"
Texas,Culberson,"70,000"
Texas,Dallam,"70,237"
Texas,Dallas,"72,668"
Texas,Dawson,"46,946"
Texas,Deaf Smith,"62,075"
Texas,Delta,"47,015"
Texas,Denton,"71,210"
Texas,DeWitt,"67,354"
Texas,Dickens,"48,896"
Texas,Dimmit,"52,710"
Texas,Donley,"47,498"
Texas,Duval,"47,811"
Texas,Eastland,"53,662"
Texas,Ector,"52,703"
Texas,Edwards,"70,578"
Texas,Ellis,"54,057"
Texas,El Paso,"44,118"
Texas,Erath,"48,295"
Texas,Falls,"42,966"
Texas,Fannin,"46,923"
Texas,Fayette,"69,185"
Texas,Fisher,"57,105"
Texas,Floyd,"53,180"
Texas,Foard,"61,691"
Texas,Fort Bend,"67,436"
Texas,Franklin,"51,396"
Texas,Freestone,"44,800"
Texas,Frio,"38,827"
Texas,Gaines,"48,319"
Texas,Galveston,"59,671"
Texas,Garza,"32,543"
Texas,Gillespie,"81,855"
Texas,Glasscock,"125,020"
Texas,Goliad,"56,184"
Texas,Gonzales,"57,880"
Texas,Gray,"46,404"
Texas,Grayson,"52,873"
Texas,Gregg,"54,584"
Texas,Grimes,"43,056"
Texas,Guadalupe,"53,556"
Texas,Hale,"42,482"
Texas,Hall,"49,651"
Texas,Hamilton,"62,424"
Texas,Hansford,"77,853"
Texas,Hardeman,"53,464"
Texas,Hardin,"53,392"
Texas,Harris,"66,140"
Texas,Harrison,"47,757"
Texas,Hartley,"82,805"
Texas,Haskell,"53,258"
Texas,Hays,"57,467"
Texas,Hemphill,"70,226"
Texas,Henderson,"48,619"
Texas,Hidalgo,"34,614"
Texas,Hill,"49,614"
Texas,Hockley,"50,008"
Texas,Hood,"62,066"
Texas,Hopkins,"50,455"
Texas,Houston,"49,612"
Texas,Howard,"53,212"
Texas,Hudspeth,"37,386"
Texas,Hunt,"47,619"
Texas,Hutchinson,"48,035"
Texas,Irion,"75,708"
Texas,Jack,"46,142"
Texas,Jackson,"51,585"
Texas,Jasper,"50,477"
Texas,Jeff Davis,"58,390"
Texas,Jefferson,"47,792"
Texas,Jim Hogg,"41,533"
Texas,Jim Wells,"48,106"
Texas,Johnson,"51,845"
Texas,Jones,"39,341"
Texas,Karnes,"77,707"
Texas,Kaufman,"50,826"
Texas,Kendall,"102,056"
Texas,Kenedy,"41,424"
Texas,Kent,"55,115"
Texas,Kerr,"62,829"
Texas,Kimble,"55,154"
Texas,King,"87,145"
Texas,Kinney,"41,530"
Texas,Kleberg,"45,409"
Texas,Knox,"51,290"
Texas,Lamar,"51,267"
Texas,Lamb,"54,245"
Texas,Lampasas,"60,110"
Texas,La Salle,"49,123"
Texas,Lavaca,"63,657"
Texas,Lee,"58,043"
Texas,Leon,"54,423"
Texas,Liberty,"41,917"
Texas,Limestone,"47,639"
Texas,Lipscomb,"108,653"
Texas,Live Oak,"46,342"
Texas,Llano,"62,609"
Texas,Loving,"123,456"
Texas,Lubbock,"51,876"
Texas,Lynn,"59,918"
Texas,McCulloch,"47,871"
Texas,McLennan,"49,932"
Texas,McMullen,"107,174"
Texas,Madison,"41,268"
Texas,Marion,"48,523"
Texas,Martin,"91,729"
Texas,Mason,"56,246"
Texas,Matagorda,"51,024"
Texas,Maverick,"38,647"
Texas,Medina,"50,021"
Texas,Menard,"47,602"
Texas,Midland,"124,672"
Texas,Milam,"46,159"
Texas,Mills,"52,391"
Texas,Mitchell,"36,833"
Texas,Montague,"47,049"
Texas,Montgomery,"71,933"
Texas,Moore,"55,718"
Texas,Morris,"47,308"
Texas,Motley,"38,819"
Texas,Nacogdoches,"46,195"
Texas,Navarro,"45,353"
Texas,Newton,"43,218"
Texas,Nolan,"52,478"
Texas,Nueces,"54,159"
Texas,Ochiltree,"62,826"
Texas,Oldham,"74,449"
Texas,Orange,"49,472"
Texas,Palo Pinto,"51,733"
Texas,Panola,"53,383"
Texas,Parker,"67,169"
Texas,Parmer,"64,238"
Texas,Pecos,"43,092"
Texas,Polk,"48,165"
Texas,Potter,"55,586"
Texas,Presidio,"58,195"
Texas,Rains,"41,894"
Texas,Randall,"56,767"
Texas,Reagan,"61,215"
Texas,Real,"57,304"
Texas,Red River,"52,208"
Texas,Reeves,"57,562"
Texas,Refugio,"54,376"
Texas,Roberts,"54,883"
Texas,Robertson,"52,179"
Texas,Rockwall,"71,774"
Texas,Runnels,"50,917"
Texas,Rusk,"44,326"
Texas,Sabine,"46,167"
Texas,San Augustine,"51,754"
Texas,San Jacinto,"44,957"
Texas,San Patricio,"51,096"
Texas,San Saba,"43,304"
Texas,Schleicher,"52,201"
Texas,Scurry,"46,933"
Texas,Shackelford,"99,776"
Texas,Shelby,"55,952"
Texas,Sherman,"127,917"
Texas,Smith,"63,074"
Texas,Somervell,"56,820"
Texas,Starr,"33,336"
Texas,Stephens,"46,027"
Texas,Sterling,"64,415"
Texas,Stonewall,"86,199"
Texas,Sutton,"68,815"
Texas,Swisher,"72,194"
Texas,Tarrant,"60,489"
Texas,Taylor,"54,611"
Texas,Terrell,"58,526"
Texas,Terry,"45,150"
Texas,Throckmorton,"66,334"
Texas,Titus,"48,252"
Texas,Tom Green,"60,826"
Texas,Travis,"82,012"
Texas,Trinity,"46,329"
Texas,Tyler,"43,240"
Texas,Upshur,"44,285"
Texas,Upton,"62,686"
Texas,Uvalde,"53,242"
Texas,Val Verde,"47,393"
Texas,Van Zandt,"45,400"
Texas,Victoria,"57,490"
Texas,Walker,"33,637"
Texas,Waller,"50,441"
Texas,Ward,"54,995"
Texas,Washington,"70,320"
Texas,Webb,"41,051"
Texas,Wharton,"53,381"
Texas,Wheeler,"48,644"
Texas,Wichita,"50,339"
Texas,Wilbarger,"55,610"
Texas,Willacy,"37,424"
Texas,Williamson,"63,679"
Texas,Wilson,"56,138"
Texas,Winkler,"62,196"
Texas,Wise,"54,460"
Texas,Wood,"47,784"
Texas,Yoakum,"49,937"
Texas,Young,"60,276"
Texas,Zapata,"33,132"
Texas,Zavala,"42,985"
Utah,Beaver,"44,453"
Utah,Box Elder,"44,844"
Utah,Cache,"48,424"
Utah,Carbon,"45,530"
Utah,Daggett,"49,178"
Utah,Davis,"55,832"
Utah,Duchesne,"44,453"
Utah,Emery,"38,943"
Utah,Garfield,"50,778"
Utah,Grand,"67,136"
Utah,Iron,"39,157"
Utah,Juab,"47,768"
Utah,Kane,"51,988"
Utah,Millard,"44,325"
Utah,Morgan,"64,614"
Utah,Piute,"47,928"
Utah,Rich,"44,091"
Utah,Salt Lake,"63,558"
Utah,San Juan,"34,247"
Utah,Sanpete,"39,845"
Utah,Sevier,"42,438"
Utah,Summit,"205,410"
Utah,Tooele,"44,851"
Utah,Uintah,"35,348"
Utah,Utah,"51,103"
Utah,Wasatch,"76,488"
Utah,Washington,"49,425"
Utah,Wayne,"50,133"
Utah,Weber,"49,498"
Utah,,
Utah,Vermont,"61,214"
Utah,Addison,"59,842"
Utah,Bennington,"58,412"
Utah,Caledonia,"50,256"
Utah,Chittenden,"67,969"
Utah,Essex,"45,679"
Utah,Franklin,"54,588"
Utah,Grand Isle,"68,680"
Utah,Lamoille,"61,461"
Utah,Orange,"55,304"
Utah,Orleans,"52,213"
Utah,Rutland,"56,441"
Utah,Washington,"67,021"
Utah,Windham,"55,590"
Utah,Windsor,"66,958"
Virginia,Accomack,"56,453"
Virginia,Amelia,"50,324"
Virginia,Amherst,"44,049"
Virginia,Appomattox,"45,438"
Virginia,Arlington,"108,980"
Virginia,Bath,"69,468"
Virginia,Bedford,"53,650"
Virginia,Bland,"42,162"
Virginia,Botetourt,"57,273"
Virginia,Brunswick,"40,267"
Virginia,Buchanan,"43,165"
Virginia,Buckingham,"37,026"
Virginia,Caroline,"50,548"
Virginia,Charles City,"56,703"
Virginia,Charlotte,"44,074"
Virginia,Chesterfield,"62,033"
Virginia,Clarke,"75,346"
Virginia,Craig,"46,315"
Virginia,Culpeper,"54,266"
Virginia,Cumberland,"45,265"
Virginia,Dickenson,"40,480"
Virginia,Essex,"51,462"
Virginia,Fauquier,"79,392"
Virginia,Floyd,"47,556"
Virginia,Fluvanna,"52,434"
Virginia,Franklin,"50,783"
Virginia,Giles,"48,074"
Virginia,Gloucester,"56,313"
Virginia,Goochland,"110,612"
Virginia,Grayson,"37,923"
Virginia,Greene,"50,185"
Virginia,Halifax,"43,237"
Virginia,Hanover,"69,263"
Virginia,Henrico,"74,225"
Virginia,Highland,"48,161"
Virginia,Isle of Wight,"62,139"
Virginia,King and Queen,"54,839"
Virginia,King George,"62,938"
Virginia,King William,"53,554"
Virginia,Lancaster,"69,654"
Virginia,Lee,"37,809"
Virginia,Loudoun,"92,163"
Virginia,Louisa,"50,390"
Virginia,Lunenburg,"39,493"
Virginia,Madison,"55,251"
Virginia,Mathews,"65,601"
Virginia,Mecklenburg,"46,240"
Virginia,Middlesex,"58,916"
Virginia,Nelson,"62,809"
Virginia,New Kent,"96,350"
Virginia,Northampton,"66,944"
Virginia,Northumberland,"62,129"
Virginia,Nottoway,"42,482"
Virginia,Orange,"59,065"
Virginia,Page,"46,386"
Virginia,Patrick,"39,098"
Virginia,Powhatan,"64,880"
Virginia,Prince Edward,"38,914"
Virginia,Pulaski,"46,473"
Virginia,Rappahannock,"76,658"
Virginia,Richmond,"43,849"
Virginia,Russell,"39,578"
Virginia,Scott,"38,845"
Virginia,Shenandoah,"54,485"
Virginia,Smyth,"43,209"
Virginia,Stafford,"62,717"
Virginia,Surry,"51,886"
Virginia,Sussex,"38,068"
Virginia,Tazewell,"42,923"
Virginia,Warren,"54,916"
Virginia,Westmoreland,"50,698"
Virginia,Wythe,"43,121"
Washington,Adams,"47,196"
Washington,Asotin,"53,209"
Washington,Benton,"54,663"
Washington,Chelan,"62,422"
Washington,Clallam,"55,026"
Washington,Clark,"63,923"
Washington,Columbia,"60,341"
Washington,Cowlitz,"54,131"
Washington,Douglas,"49,319"
Washington,Ferry,"46,528"
Washington,Franklin,"46,781"
Washington,Garfield,"56,136"
Washington,Grant,"48,927"
Washington,Grays Harbor,"47,304"
Washington,Island,"63,973"
Washington,Jefferson,"61,489"
Washington,King,"111,117"
Washington,Kitsap,"66,919"
Washington,Kittitas,"55,250"
Washington,Klickitat,"54,250"
Washington,Lewis,"51,688"
Washington,Lincoln,"53,383"
Washington,Mason,"51,104"
Washington,Okanogan,"50,688"
Washington,Pacific,"47,323"
Washington,Pend Oreille,"49,572"
Washington,Pierce,"59,466"
Washington,San Juan,"84,969"
Washington,Skagit,"62,412"
Washington,Skamania,"61,570"
Washington,Snohomish,"67,885"
Washington,Spokane,"54,474"
Washington,Stevens,"47,157"
Washington,Thurston,"59,001"
Washington,Wahkiakum,"49,604"
Washington,Walla Walla,"54,897"
Washington,Whatcom,"58,581"
Washington,Whitman,"51,235"
Washington,Yakima,"49,637"
West Virginia,Barbour,"40,850"
West Virginia,Berkeley,"51,249"
West Virginia,Boone,"41,306"
West Virginia,Braxton,"40,732"
West Virginia,Brooke,"49,183"
West Virginia,Cabell,"49,977"
West Virginia,Calhoun,"41,735"
West Virginia,Clay,"38,819"
West Virginia,Doddridge,"37,305"
West Virginia,Fayette,"44,327"
West Virginia,Gilmer,"35,155"
West Virginia,Grant,"45,794"
West Virginia,Greenbrier,"47,207"
West Virginia,Hampshire,"45,450"
West Virginia,Hancock,"50,108"
West Virginia,Hardy,"40,786"
West Virginia,Harrison,"57,617"
West Virginia,Jackson,"45,039"
West Virginia,Jefferson,"61,633"
West Virginia,Kanawha,"55,950"
West Virginia,Lewis,"43,661"
West Virginia,Lincoln,"36,733"
West Virginia,Logan,"42,251"
West Virginia,McDowell,"33,979"
West Virginia,Marion,"48,983"
West Virginia,Marshall,"47,095"
West Virginia,Mason,"42,060"
West Virginia,Mercer,"44,605"
West Virginia,Mineral,"49,460"
West Virginia,Mingo,"36,541"
West Virginia,Monongalia,"54,245"
West Virginia,Monroe,"40,916"
West Virginia,Morgan,"45,602"
West Virginia,Nicholas,"40,452"
West Virginia,Ohio,"64,371"
West Virginia,Pendleton,"50,217"
West Virginia,Pleasants,"48,406"
West Virginia,Pocahontas,"51,038"
West Virginia,Preston,"42,639"
West Virginia,Putnam,"53,968"
West Virginia,Raleigh,"47,566"
West Virginia,Randolph,"45,660"
West Virginia,Ritchie,"52,021"
West Virginia,Roane,"39,228"
West Virginia,Summers,"42,791"
West Virginia,Taylor,"48,851"
West Virginia,Tucker,"53,215"
West Virginia,Tyler,"50,394"
West Virginia,Upshur,"40,959"
West Virginia,Wayne,"40,917"
West Virginia,Webster,"33,543"
West Virginia,Wetzel,"43,917"
West Virginia,Wirt,"40,977"
West Virginia,Wood,"55,537"
West Virginia,Wyoming,"34,573"
Wisconsin,Adams,"46,112"
Wisconsin,Ashland,"46,557"
Wisconsin,Barron,"56,928"
Wisconsin,Bayfield,"53,818"
Wisconsin,Brown,"60,799"
Wisconsin,Buffalo,"54,431"
Wisconsin,Burnett,"48,389"
Wisconsin,Calumet,"58,066"
Wisconsin,Chippewa,"53,732"
Wisconsin,Clark,"50,125"
Wisconsin,Columbia,"60,878"
Wisconsin,Crawford,"50,089"
Wisconsin,Dane,"72,511"
Wisconsin,Dodge,"51,562"
Wisconsin,Door,"70,363"
Wisconsin,Douglas,"49,342"
Wisconsin,Dunn,"49,794"
Wisconsin,Eau Claire,"56,403"
Wisconsin,Florence,"61,327"
Wisconsin,Fond du Lac,"56,667"
Wisconsin,Forest,"46,167"
Wisconsin,Grant,"51,475"
Wisconsin,Green,"60,288"
Wisconsin,Green Lake,"51,152"
Wisconsin,Iowa,"58,191"
Wisconsin,Iron,"53,379"
Wisconsin,Jackson,"50,110"
Wisconsin,Jefferson,"53,886"
Wisconsin,Juneau,"46,547"
Wisconsin,Kenosha,"56,471"
Wisconsin,Kewaunee,"56,598"
Wisconsin,La Crosse,"59,705"
Wisconsin,Lafayette,"50,750"
Wisconsin,Langlade,"51,018"
Wisconsin,Lincoln,"52,544"
Wisconsin,Manitowoc,"53,633"
Wisconsin,Marathon,"59,089"
Wisconsin,Marinette,"51,745"
Wisconsin,Marquette,"48,932"
Wisconsin,Menominee,"41,300"
Wisconsin,Milwaukee,"55,965"
Wisconsin,Monroe,"49,825"
Wisconsin,Oconto,"53,227"
Wisconsin,Oneida,"55,494"
Wisconsin,Outagamie,"59,276"
Wisconsin,Ozaukee,"95,076"
Wisconsin,Pepin,"59,472"
Wisconsin,Pierce,"57,563"
Wisconsin,Polk,"53,479"
Wisconsin,Portage,"54,681"
Wisconsin,Price,"51,261"
Wisconsin,Racine,"56,680"
Wisconsin,Richland,"50,606"
Wisconsin,Rock,"51,955"
Wisconsin,Rusk,"52,068"
Wisconsin,St. Croix,"65,129"
Wisconsin,Sauk,"62,446"
Wisconsin,Sawyer,"51,291"
Wisconsin,Shawano,"50,004"
Wisconsin,Sheboygan,"58,813"
Wisconsin,Taylor,"50,581"
Wisconsin,Trempealeau,"50,846"
Wisconsin,Vernon,"49,833"
Wisconsin,Vilas,"59,002"
Wisconsin,Walworth,"61,316"
Wisconsin,Washburn,"55,481"
Wisconsin,Washington,"66,651"
Wisconsin,Waukesha,"84,113"
Wisconsin,Waupaca,"53,368"
Wisconsin,Waushara,"46,976"
Wisconsin,Winnebago,"56,253"
Wisconsin,Wood,"52,678"
Wyoming,Albany,"49,551"
Wyoming,Big Horn,"46,449"
Wyoming,Campbell,"55,649"
Wyoming,Carbon,"63,190"
Wyoming,Converse,"64,817"
Wyoming,Crook,"54,778"
Wyoming,Fremont,"50,897"
Wyoming,Goshen,"50,662"
Wyoming,Hot Springs,"71,660"
Wyoming,Johnson,"60,771"
Wyoming,Laramie,"58,724"
Wyoming,Lincoln,"61,303"
Wyoming,Natrona,"66,986"
Wyoming,Niobrara,"56,356"
Wyoming,Park,"62,836"
Wyoming,Platte,"54,039"
Wyoming,Sheridan,"65,011"
Wyoming,Sublette,"59,865"
Wyoming,Sweetwater,"56,252"
Wyoming,Teton,"362,522"
Wyoming,Uinta,"44,358"
Wyoming,Washakie,"54,898"
Wyoming,Weston,"49,734"